text,label
nhìn tin nhắn cuối cùng mà không dám trả lời,buồn
lặng lẽ thu dọn những đồ đạc chung,buồn
ngồi một mình trong quán ăn quen thuộc,buồn
nhìn những tấm vé xem phim còn cất giữ,buồn
đi dọc những con phố từng đi cùng nhau,buồn
ôm điện thoại chờ đợi cuộc gọi không đến,buồn
nghe tiếng chuông cửa mà tim thắt lại,buồn
nhìn những bức ảnh selfie một mình buồn bã,buồn
nỗi đau xé nát cõi lòng tôi từng ngày,buồn
cảm giác như có ngàn mũi kim đâm vào tim,buồn
tôi gào thét trong vô vọng giữa đêm khuya,buồn
từng giọt nước mắt rơi như máu chảy từ tim,buồn
đau đến không thể thở nổi khi nghĩ về người,buồn
tôi như người chết đi sống lại mỗi ngày,buồn
nỗi đau này như thiêu đốt tâm can,buồn
tôi quằn quại trong đau đớn mỗi đêm,buồn
cảm giác như bị bóp nát trái tim,buồn
tôi khóc đến cạn khô nước mắt,buồn
đau đớn đến mức không còn cảm giác,buồn
tôi như người mất hồn trong thể xác,buồn
nỗi đau này không ai có thể hiểu được,buồn
tôi gục ngã trong tuyệt vọng tột cùng,buồn
cảm giác như bị xé toạc từng mảnh,buồn
tôi đau đến mức không thể đứng vững,buồn
nỗi đau âm ỉ trong tim không nguôi,buồn
tôi như người chìm trong biển máu,buồn
đau đớn đến mức muốn tự hủy hoại,buồn
tôi khóc trong câm lặng mỗi đêm,buồn
nỗi đau này như dao cắt từng khúc ruột,buồn
tôi sống như một cái xác không hồn,buồn
cảm giác như bị đâm thấu tim gan,buồn
tôi quỵ ngã trong đau đớn tột cùng,buồn
nỗi đau này như thiêu đốt linh hồn,buồn
tôi như người mất đi lý trí vì đau,buồn
đau đến mức không còn muốn thở nữa,buồn
tôi gào thét trong vô vọng mỗi đêm,buồn
nỗi đau xé nát từng tế bào cơ thể,buồn
tôi như người chết đứng giữa cuộc đời,buồn
cảm giác như bị nghiền nát tâm can,buồn
tôi đau đến mức không còn nước mắt,buồn
nỗi đau này như lửa đốt tâm hồn,buồn
tôi quằn quại trong đớn đau vô tận,buồn
đau đến mức không còn biết đau là gì,buồn
tôi như người mất đi linh hồn,buồn
nỗi đau này không thể diễn tả bằng lời,buồn
tôi gục ngã trong tuyệt vọng đen tối,buồn
cảm giác như bị cắt từng mảnh tim,buồn
tôi đau đến mức không còn cảm xúc,buồn
nỗi đau âm ỉ trong từng hơi thở,buồn
tôi như người chìm trong biển lệ,buồn
đau đớn đến mức muốn quên đi tất cả,buồn
tôi khóc trong im lặng đến vô tận,buồn
nỗi đau này như kim châm vào tim,buồn
tôi sống như người mất đi linh hồn,buồn
cảm giác như bị đâm thấu trái tim,buồn
tôi quỵ ngã trong đau đớn không nguôi,buồn
nỗi đau này như thiêu đốt từng ngày,buồn
tôi như người mất đi lẽ sống,buồn
đau đến mức không còn muốn tỉnh dậy,buồn
tôi gào thét trong tuyệt vọng vô biên,buồn
nỗi đau xé nát từng mảnh tim tôi,buồn
tôi như người chết trong thể xác sống,buồn
cảm giác như bị nghiền nát tâm hồn,buồn
tôi đau đến mức không còn tiếng khóc,buồn
nỗi đau này như lửa thiêu đốt tim,buồn
tôi quằn quại trong đớn đau không dứt,buồn
đau đến mức không còn biết mình là ai,buồn
tôi như người mất đi tất cả,buồn
nỗi đau này không thể chịu đựng nổi,buồn
tôi gục ngã trong bóng tối vô tận,buồn
cảm giác như bị xé nát từng mảnh,buồn
tôi đau đến mức không còn sức lực,buồn
nỗi đau âm ỉ trong từng nhịp tim,buồn
tôi như người chìm trong đại dương đau,buồn
đau đớn đến mức muốn biến mất,buồn
tôi khóc trong cô độc tột cùng,buồn
nỗi đau này như dao cắt ruột gan,buồn
tôi sống như người mất đi tất cả,buồn
cảm giác như bị đâm thấu tâm can,buồn
tôi quỵ ngã trong đau đớn vô tận,buồn
nỗi đau này như thiêu đốt linh hồn,buồn
tôi như người mất đi ý thức,buồn
đau đến mức không còn muốn sống nữa,buồn
tôi gào thét trong tuyệt vọng không lối,buồn
nỗi đau xé nát từng mảnh đời tôi,buồn
tôi như người chết trong cõi sống,buồn
cảm giác như bị nghiền nát con tim,buồn
tôi đau đến mức không còn nước mắt,buồn
nỗi đau này như lửa đốt tâm can,buồn
tôi quằn quại trong đớn đau vô hạn,buồn
đau đến mức không còn cảm nhận được,buồn
tôi như người mất đi tất cả hy vọng,buồn
nỗi đau này không thể nào nguôi ngoai,buồn
tôi gục ngã trong bóng tối vô biên,buồn
cảm giác như bị xé nát linh hồn,buồn
tôi đau đến mức không còn sức sống,buồn
nỗi đau âm ỉ trong từng giây phút,buồn
tôi như người chìm trong biển đau,buồn
đau đớn đến mức muốn từ bỏ tất cả,buồn
tôi khóc trong cô độc vô biên,buồn
nỗi đau này như dao đâm thấu tim,buồn
tôi sống như người mất đi tất cả hy vọng,buồn
cảm giác như bị đâm thấu linh hồn,buồn
tôi quỵ ngã trong đau đớn không dứt,buồn
nỗi đau này như thiêu đốt từng giây,buồn
tôi như người mất đi lý trí,buồn
đau đến mức không còn muốn thức dậy,buồn
tôi gào thét trong tuyệt vọng vô tận,buồn
nỗi đau xé nát từng mảnh hồn tôi,buồn
tôi như người chết trong thể xác này,buồn
cảm giác như bị nghiền nát trái tim,buồn
tôi đau đến mức không còn tiếng nấc,buồn
nỗi đau này như lửa thiêu đốt hồn,buồn
tôi quằn quại trong đớn đau vô tận,buồn
đau đến mức không còn nhận ra mình,buồn
tôi như người mất đi tất cả niềm tin,buồn
nỗi đau này không thể nào chịu nổi,buồn
tôi gục ngã trong bóng tối không lối,buồn
cảm giác như bị xé nát tâm can,buồn
tôi đau đến mức không còn sức để khóc,buồn
nỗi đau âm ỉ trong từng hơi thở,buồn
tôi như người chìm trong biển tuyệt vọng,buồn
đau đớn đến mức muốn quên đi tất cả,buồn
tôi khóc trong cô độc không người thấu,buồn
nỗi đau này như dao cắt từng khúc,buồn
tôi sống như người mất đi tất cả ước mơ,buồn
cảm giác như bị đâm thấu từng phút giây,buồn
tôi quỵ ngã trong đau đớn không nguôi,buồn
nỗi đau này như thiêu đốt từng khoảnh khắc,buồn
tôi như người mất đi tất cả ý nghĩa sống,buồn
đau đến mức không còn muốn mở mắt,buồn
tôi gào thét trong tuyệt vọng không bờ,buồn
nỗi đau xé nát từng mảnh đời còn lại,buồn
tôi như người chết trong cõi trần gian,buồn
cảm giác như bị nghiền nát từng giây,buồn
tôi đau đến mức không còn nước mắt để khóc,buồn
nỗi đau này như lửa đốt từng khoảnh khắc,buồn
tôi quằn quại trong đớn đau không thể tả,buồn
đau đến mức không còn cảm nhận được gì,buồn
tôi như người mất đi tất cả hy vọng sống,buồn
nỗi đau này không thể nào phai nhòa,buồn
tôi gục ngã trong bóng tối vô tận,buồn
cảm giác như bị xé nát từng mảnh hồn,buồn
tôi đau đến mức không còn sức để sống,buồn
nỗi đau âm ỉ trong từng nhịp thở,buồn
tôi như người chìm trong biển đau vô tận,buồn
đau đớn đến mức muốn từ bỏ tất cả mọi thứ,buồn
tôi khóc trong cô độc không người hiểu,buồn
nỗi đau này như dao đâm thấu tâm can,buồn
tôi sống như người mất đi tất cả niềm tin yêu,buồn
cảm giác như bị đâm thấu từng giây phút,buồn
tôi quỵ ngã trong đau đớn không thể nguôi,buồn
nỗi đau này như thiêu đốt từng phút giây,buồn
tôi như người mất đi tất cả lý trí sống,buồn
đau đến mức không còn muốn tồn tại,buồn
tôi gào thét trong tuyệt vọng không điểm tựa,buồn
nỗi đau xé nát từng mảnh đời đã qua,buồn
tôi như người chết trong thể xác còn lại,buồn
cảm giác như bị nghiền nát từng khoảnh khắc,buồn
tôi đau đến mức không còn tiếng khóc than,buồn
nỗi đau này như lửa thiêu đốt linh hồn tôi,buồn
tôi quằn quại trong đớn đau không thể diễn tả,buồn
đau đến mức không còn nhận ra chính mình,buồn
tôi như người mất đi tất cả ý nghĩa cuộc sống,buồn
nỗi đau này không thể nào chấp nhận được,buồn
tôi gục ngã trong bóng tối không lối thoát,buồn
cảm giác như bị xé nát từng mảnh tim gan,buồn
tôi đau đến mức không còn sức để đứng dậy,buồn
nỗi đau âm ỉ trong từng hơi thở cuối cùng,buồn
tôi như người chìm trong biển đau vô tận,buồn
đau đớn đến mức muốn quên đi tất cả mọi thứ,buồn
tôi khóc trong cô độc không người chia sẻ,buồn
nỗi đau này như dao cắt từng mảnh đời,buồn
tôi sống như người mất đi tất cả niềm tin yêu,buồn
cảm giác như bị đâm thấu từng phút giây trôi,buồn
tôi quỵ ngã trong đau đớn không thể vượt qua,buồn
nỗi đau này như thiêu đốt từng giây phút sống,buồn
tôi như người mất đi tất cả ý nghĩa tồn tại,buồn
đau đến mức không còn muốn nhìn thấy ánh sáng,buồn
tôi gào thét trong tuyệt vọng không người nghe thấy,buồn
nỗi đau xé nát từng mảnh đời còn sót lại,buồn
tôi như người chết trong thể xác đang tồn tại,buồn
cảm giác như bị nghiền nát từng khoảnh khắc sống,buồn
tôi đau đến mức không còn nước mắt để rơi,buồn
nỗi đau này như lửa đốt từng mảnh đời tôi,buồn
tôi quằn quại trong đớn đau không thể chịu đựng,buồn
đau đến mức không còn cảm nhận được cuộc sống,buồn
tôi như người mất đi tất cả ý nghĩa yêu thương,buồn
nỗi đau này không thể nào hàn gắn được,buồn
tôi gục ngã trong bóng tối vô tận của đời,buồn
cảm giác như bị xé nát từng mảnh hồn thơ,buồn
tôi đau đến mức không còn sức để yêu thương,buồn
nỗi đau âm ỉ trong từng nhịp tim đập,buồn
tôi như người chìm trong biển đau không đáy,buồn
đau đớn đến mức muốn từ bỏ tất cả những gì còn lại,buồn
tôi khóc trong cô độc không người thấu hiểu,buồn
nỗi đau này như dao đâm thấu trái tim tôi,buồn
tôi sống như người mất đi tất cả niềm tin yêu cuộc sống,buồn
cảm giác như bị đâm thấu từng giây phút tồn tại,buồn
tôi quỵ ngã trong đau đớn không thể vượt qua được,buồn
nỗi đau này như thiêu đốt từng khoảnh khắc còn lại,buồn
tôi như người mất đi tất cả ý nghĩa của tình yêu,buồn
đau đến mức không còn muốn nhìn thấy ngày mai,buồn
tôi gào thét trong tuyệt vọng không người lắng nghe,buồn
nỗi đau xé nát từng mảnh đời đã sống,buồn
tôi như người chết trong thể xác đang tồn tại này,buồn
cảm giác như bị nghiền nát từng phút giây hiện tại,buồn
tôi đau đến mức không còn tiếng khóc để than,buồn
nỗi đau này như lửa thiêu đốt linh hồn tôi mãi mãi,buồn
tôi quằn quại trong đớn đau không thể diễn tả được,buồn
đau đến mức không còn nhận ra được chính mình nữa,buồn
tôi như người mất đi tất cả ý nghĩa của cuộc đời này,buồn
nỗi đau này không thể nào chấp nhận được nữa,buồn
tôi gục ngã trong bóng tối không lối thoát này,buồn
cảm giác như bị xé nát từng mảnh tim gan ruột,buồn
tôi đau đến mức không còn sức để đứng dậy nữa,buồn
nỗi đau âm ỉ trong từng hơi thở cuối cùng của đời,buồn
tôi như người chìm trong biển đau vô tận không bờ,buồn
đau đớn đến mức muốn quên đi tất cả những gì đã qua,buồn
tôi khóc trong cô độc không người chia sẻ nỗi đau,buồn
nỗi đau này như dao cắt từng mảnh đời đã mất,buồn
tôi sống như người mất đi tất cả niềm tin yêu cuộc sống này,buồn
cảm giác như bị đâm thấu từng phút giây còn lại,buồn
tôi quỵ ngã trong đau đớn không thể vượt qua được nữa,buồn
nỗi đau này như thiêu đốt từng khoảnh khắc tồn tại,buồn
tôi như người mất đi tất cả ý nghĩa của tình yêu này,buồn
đau đến mức không còn muốn nhìn thấy ánh sáng nữa,buồn
tôi gào thét trong tuyệt vọng không người nghe thấy được,buồn
nỗi đau xé nát từng mảnh đời còn sót lại này,buồn
tôi như người chết trong thể xác đang tồn tại này đây,buồn
cảm giác như bị nghiền nát từng khoảnh khắc hiện tại,buồn
tôi đau đến mức không còn nước mắt để rơi nữa,buồn
nỗi đau này như lửa đốt từng mảnh đời tôi đã sống,buồn
tôi quằn quại trong đớn đau không thể chịu đựng thêm,buồn
đau đến mức không còn cảm nhận được cuộc sống này,buồn
tôi như người mất đi tất cả ý nghĩa yêu thương trong đời,buồn
nỗi đau này không thể nào hàn gắn được nữa rồi,buồn
tôi gục ngã trong bóng tối vô tận của cuộc đời này,buồn
cảm giác như bị xé nát từng mảnh hồn thơ dại,buồn
tôi đau đến mức không còn sức để yêu thương nữa,buồn
nỗi đau âm ỉ trong từng nhịp tim đập yếu ớt,buồn
tôi như người chìm trong biển đau không đáy sâu,buồn
đau đớn đến mức muốn từ bỏ tất cả những gì còn lại này,buồn
tôi khóc trong cô độc không người thấu hiểu được,buồn
nỗi đau này như dao đâm thấu trái tim tôi mãi mãi,buồn
tôi sống như người mất đi tất cả niềm tin yêu cuộc sống này đây,buồn
nước mắt lặng lẽ rơi khi nghe bản nhạc ngày xưa,buồn
đứng lặng nhìn mưa rơi qua khung cửa sổ vỡ nát,buồn
lật giở từng trang nhật ký cũ với trái tim tan vỡ,buồn
ngồi ôm gối một mình trong căn phòng tối lạnh,buồn
nhặt từng mảnh vỡ của trái tim rơi vãi,buồn
lang thang vô định trên những con phố quen,buồn
nấc nghẹn khi vô tình bắt gặp bóng hình người cũ,buồn
đếm từng giọt nước mắt rơi trong đêm khuya,buồn
lạc lõng giữa dòng người tấp nập ngày cuối năm,buồn
nhìn chiếc ghế trống bên cạnh mà thổn thức,buồn
xé nát những bức thư tình năm ấy trong đau đớn,buồn
nghe tiếng cười vang mà lòng thêm quặn thắt,buồn
đứng giữa mưa để giấu đi những giọt nước mắt,buồn
ôm chặt kỷ vật cuối cùng người để lại,buồn
nhìn điện thoại đổ chuông mà không dám nghe,buồn
lặng người trước những tấm ảnh ngày xưa,buồn
ngồi một mình trong quán quen đã vắng người,buồn
đi tìm kỷ niệm xưa trong từng góc phố,buồn
nhặt nhạnh từng mảnh vỡ của tình yêu đã mất,buồn
ngắm hoàng hôn một mình trên con đường vắng,buồn
lắng nghe tiếng mưa rơi với trái tim tan vỡ,buồn
đứng trước gương nhìn nước mắt lặng lẽ rơi,buồn
ôm chặt những kỷ niệm không thể quên,buồn
lạc bước giữa những con đường đầy ký ức,buồn
nhìn những dòng tin nhắn cũ mà đau lòng,buồn
nghe bài hát ngày xưa với trái tim rỉ máu,buồn
đứng một mình dưới cơn mưa tầm tã,buồn
chạm vào những vết sẹo lòng còn mới,buồn
lặng lẽ thu dọn những món đồ của người,buồn
ngồi đếm từng phút giây trôi qua trong cô đơn,buồn
nhìn ánh đèn đường mờ ảo qua màn nước mắt,buồn
lạc lối giữa những kỷ niệm ngày xưa,buồn
ôm chặt nỗi nhớ trong đêm tối cô đơn,buồn
nghe tiếng gió thổi mà lòng thêm quặn đau,buồn
đứng trước biển một mình với trái tim tan vỡ,buồn
lật giở album ảnh cũ trong nước mắt,buồn
ngồi bên ly café đắng trong đêm khuya,buồn
nhìn những cánh hoa tàn úa mà đau lòng,buồn
lặng lẽ xóa đi số điện thoại thân quen,buồn
đi tìm bóng hình xưa trong từng kỷ niệm,buồn
nghe tiếng sóng vỗ mà lòng thêm quặn thắt,buồn
đứng giữa phố đông mà cảm thấy cô đơn,buồn
ôm chặt những giấc mơ đã tan vỡ,buồn
nhìn trăng khuyết mà thấy lòng mình khuyết,buồn
lạc bước giữa những con phố vắng tanh,buồn
ngồi đếm từng giọt nước mắt rơi trong đêm,buồn
chạm vào những vết thương lòng còn rỉ máu,buồn
lặng người trước những kỷ niệm không thể quên,buồn
đi tìm lại những ngày tháng đã qua,buồn
nghe tiếng mưa rơi mà lòng thêm tan nát,buồn
đứng một mình giữa công viên vắng lặng,buồn
ôm chặt những ký ức không thể xóa nhòa,buồn
nhìn những chiếc lá rơi mà thấy lòng mình rơi,buồn
lạc lối giữa những con đường đầy bóng tối,buồn
ngồi một mình trong căn phòng trống vắng,buồn
chạm vào những vết thương lòng còn đau,buồn
lặng lẽ gói ghém những kỷ niệm đã qua,buồn
đi tìm lại những giấc mơ đã mất,buồn
nghe tiếng chuông nhà thờ mà lòng thêm quặn đau,buồn
đứng trước biển với trái tim tan nát,buồn
ôm chặt những giọt nước mắt cuối cùng,buồn
lạc bước giữa những con phố đầy kỷ niệm,buồn
ngồi đếm từng nhịp tim đập trong cô đơn,buồn
chạm vào những vết thương lòng chưa nguôi,buồn
đi tìm lại những yêu thương đã mất,buồn
nghe tiếng gió thổi mà lòng thêm tan vỡ,buồn
đứng một mình giữa sân ga vắng lặng,buồn
ôm chặt những kỷ niệm không thể quên,buồn
nhìn những giọt mưa rơi mà thấy lòng mình rơi,buồn
lạc lối giữa những con đường đầy hoài niệm,buồn
ngồi một mình trong quán café quen thuộc,buồn
chạm vào những vết thương lòng còn mới,buồn
lặng lẽ nhìn những bức thư tình năm ấy,buồn
đi tìm lại những ngày tháng đã qua,buồn
nghe tiếng sóng vỗ mà lòng thêm quặn thắt,buồn
đứng trước gương với đôi mắt đẫm lệ,buồn
ôm chặt những giấc mơ đã tan vỡ,buồn
nhìn những ánh đèn đường mà thấy lòng mình tối,buồn
lạc bước giữa những con phố đầy bóng dáng,buồn
ngồi đếm từng phút giây trôi qua trong đêm,buồn
chạm vào những vết thương lòng còn đau,buồn
lặng người trước những kỷ niệm không phai,buồn
đi tìm lại những yêu thương đã mất,buồn
nghe tiếng mưa rơi mà lòng thêm tan nát,buồn
đứng một mình giữa phố xá đông người,buồn
ôm chặt những ký ức không thể quên,buồn
nhìn những cánh chim bay mà thấy lòng mình bay,buồn
lạc lối giữa những con đường đầy kỷ niệm,buồn
ngồi một mình trong công viên vắng lặng,buồn
lặng lẽ đọc lại những dòng tin nhắn cũ,buồn
đi tìm lại những ngày tháng đẹp đẽ,buồn
nghe tiếng chuông vọng mà lòng thêm quặn đau,buồn
đứng trước biển với trái tim tan vỡ,buồn
nhìn những đám mây trôi mà thấy lòng mình trôi,buồn
lạc bước giữa những con phố đầy hoài niệm,buồn
chạm vào những vết thương lòng chưa lành,buồn
nhìn album ảnh cưới của người yêu cũ trong ngày họ kết hôn,buồn
gói ghém đồ đạc rời khỏi căn phòng trọ sau 5 năm gắn bó,buồn
đứng dưới mưa nhìn bảng điểm rớt đại học lần thứ ba,buồn
nhận tin người bà thân yêu qua đời khi đang xa nhà,buồn
dọn dẹp đồ đạc của chú chó nhỏ vừa mất sau 15 năm gắn bó,buồn
đọc tin nhắn từ công ty thông báo bị sa thải vì covid,buồn
ngồi một mình trong bệnh viện chờ kết quả xét nghiệm,buồn
nhìn cửa hàng gia đình phải đóng cửa vì thua lỗ,buồn
đứng trước gương thấy tóc rụng từng mảng vì hóa trị,buồn
lướt qua status người yêu công khai hẹn hò người mới,buồn
nghe tin bạn thân chuyển trường đi xa không kịp chào tạm biệt,buồn
nhìn chiếc vé concert bị hủy vì dịch bệnh sau 2 năm chờ đợi,buồn
đọc email từ chối visa du học sau bao nỗ lực chuẩn bị,buồn
dọn đồ ra khỏi công ty startup vừa phá sản sau 3 năm gây dựng,buồn
nhận tin người thân gặp tai nạn khi đang ở nước ngoài,buồn
đứng nhìn căn nhà tuổi thơ bị phá dỡ để mở đường,buồn
lướt qua tin nhắn cuối với người bạn vừa tự tử,buồn
ngồi một mình trong phòng thi sau khi nộp bài trắng,buồn
nhìn người yêu cũ hạnh phúc bên người mới trong đám cưới bạn chung,buồn
đọc thư từ chối nhận nuôi của trại trẻ mồ côi,buồn
thu dọn đồ đạc của roommate vừa qua đời vì tai nạn,buồn
nhận kết quả xét nghiệm dương tính trong kỳ thi quan trọng,buồn
đứng trước cửa nhà trọ với vali sau khi chia tay người yêu 5 năm,buồn
lướt qua ảnh gia đình hạnh phúc của bố với gia đình mới,buồn
nghe tin dự án tâm huyết bị hủy bỏ vào phút cuối,buồn
nhìn tin nhắn từ chối phỏng vấn công việc mơ ước,buồn
đọc bình luận tiêu cực về tác phẩm đầu tay của mình,buồn
dọn đồ chuyển nhà sau khi cha mẹ ly hôn,buồn
nhận tin bị trượt học bổng du học vào phút chót,buồn
đứng một mình trong rạp chiếu phim sau suất chiếu cuối cùng,buồn
lướt qua ảnh check-in của nhóm bạn trong chuyến đi không rủ mình,buồn
ngồi trên xe buýt nhìn người yêu đón người khác trong ngày mưa,buồn
nhìn huy chương vàng thể thao phải trả lại vì doping,buồn
đọc tin tức về thiên tai ở quê nhà khi không thể về giúp,buồn
thu dọn đồ đạc của con sau khi tòa tuyên bố mất quyền nuôi con,buồn
nhận được thiệp mời đám cưới của người mình thầm thương,buồn
đứng trước cửa phòng phẫu thuật chờ tin người thân,buồn
lướt qua những kỷ niệm với người bạn vừa qua đời vì ung thư,buồn
nghe tin shop online bị lừa sạch vốn liếng tích góp,buồn
nhìn căn nhà cũ bị cháy trong đêm không kịp cứu đồ,buồn
đọc tin nhắn chia tay từ người yêu trong ngày sinh nhật,buồn
dọn đồ rời khỏi thành phố sau 10 năm lập nghiệp thất bại,buồn
nhận kết quả không đỗ vào trường chuyên như mong ước của cha mẹ,buồn
đứng dưới mưa sau khi bị người yêu phản bội trong ngày kỷ niệm,buồn
lướt qua ảnh người yêu cũ hạnh phúc bên người mới sau 1 tháng chia tay,buồn
ngồi một mình trong quán quen sau khi bị mất việc,buồn
nhìn tin nhắn cuối với người bạn vừa ra đi vì covid,buồn
đọc email thông báo bị đuổi học vì gian lận thi cử,buồn
thu dọn đồ đạc của người bạn thân vừa qua đời vì tự tử,buồn
nhận tin bị lừa tiền đầu tư vào tiền ảo,buồn
đứng trước cửa nhà sau khi bị đuổi việc vì scandal,buồn
lướt qua ảnh người yêu cũ trong đám cưới với người khác,buồn
nghe tin dự án khởi nghiệp thất bại sau 2 năm gây dựng,buồn
nhìn kết quả thi trượt tốt nghiệp vào phút chót,buồn
đọc tin nhắn từ chối tình cảm của người mình thương,buồn
dọn đồ ra khỏi phòng trọ vì không đủ tiền đóng tiền nhà,buồn
nhận tin người thân bị bệnh hiểm nghèo giai đoạn cuối,buồn
đứng một mình trong phòng karaoke sau bữa tiệc chia tay,buồn
lướt qua ảnh check-in của người yêu với người lạ,buồn
ngồi trên ghế công viên nhìn trời mưa sau khi thất nghiệp,buồn
nhìn tin nhắn cuối với người bạn vừa mất vì tai nạn,buồn
đọc bình luận ác ý về sản phẩm mình tâm huyết,buồn
thu dọn đồ đạc sau khi bị phá sản vì dịch bệnh,buồn
nhận kết quả không đạt trong kỳ thi quan trọng,buồn
đứng trước gương nhìn vết sẹo sau ca phẫu thuật,buồn
lướt qua ảnh người yêu cũ hạnh phúc bên người mới,buồn
nghe tin bị lừa tiền trong dự án đầu tư,buồn
nhìn căn phòng trống sau khi bạn thân chuyển đi,buồn
đọc tin nhắn chia tay từ người yêu lâu năm,buồn
dọn đồ sau khi bị đuổi việc vì sai sót nghiêm trọng,buồn
nhận tin bị trượt visa du học vào phút chót,buồn
đứng một mình trong rạp hát sau buổi diễn cuối,buồn
lướt qua ảnh người yêu cũ trong đám cưới,buồn
ngồi một mình trong quán bar sau khi chia tay,buồn
nhìn kết quả xét nghiệm bệnh hiểm nghèo,buồn
đọc email từ chối việc làm mơ ước,buồn
thu dọn đồ đạc sau khi công ty phá sản,buồn
nhận tin người thân gặp tai nạn nghiêm trọng,buồn
đứng trước cửa nhà sau khi bị đuổi học,buồn
lướt qua ảnh người yêu với người mới,buồn
nghe tin dự án khởi nghiệp thất bại,buồn
nhìn kết quả thi trượt đại học,buồn
đọc tin nhắn từ chối tình cảm,buồn
dọn đồ ra khỏi nhà trọ vì hết tiền,buồn
nhận tin người thân bị bệnh nặng,buồn
đứng một mình trong phòng karaoke trống,buồn
lướt qua ảnh người yêu đi chơi với người khác,buồn
ngồi một mình trong quán nhậu vắng,buồn
nhìn tin nhắn cuối với người đã mất,buồn
đọc bình luận tiêu cực về mình,buồn
thu dọn đồ đạc sau khi bị đuổi việc,buồn
nhận kết quả không đạt kỳ thi,buồn
đứng trước gương nhìn vết thương,buồn
lướt qua ảnh người yêu cũ,buồn
nghe tin bị lừa đảo,buồn
nhìn căn phòng trống không,buồn
đọc tin nhắn chia tay,buồn
dọn đồ ra khỏi nhà,buồn
nhận tin buồn từ gia đình,buồn
đứng một mình trong mưa,buồn
lướt qua kỷ niệm xưa,buồn
ngồi khóc trong phòng tối,buồn
nhìn ảnh người đã xa,buồn
đọc thư tình năm cũ,buồn
thu dọn mảnh vỡ tim,buồn
nhận ra mình cô đơn,buồn
đứng giữa phố đông người,buồn
lướt qua tin nhắn cũ,buồn
nghe bài hát chia tay,buồn
nhìn hoàng hôn một mình,buồn
đọc nhật ký ngày xưa,buồn
dọn dẹp kỷ niệm cũ,buồn
nhận ra tình đã tan,buồn
đứng bên cầu hoàng hôn,buồn
lướt qua những dòng thơ,buồn
ngồi đếm sao đêm khuya,buồn
nhìn mưa rơi ngoài hiên,buồn
đọc truyện buồn một mình,buồn
thu mình trong góc nhỏ,buồn
nhận nỗi nhớ về đêm,buồn
đứng nhìn biển một mình,buồn
lướt web không mục đích,buồn
nghe tiếng gió vi vu,buồn
nhìn trăng khuyết đêm rằm,buồn
đọc status cô đơn,buồn
dọn mình trong tĩnh lặng,buồn
nhận nỗi buồn làm quen,buồn
đứng giữa sân ga vắng,buồn
lướt facebook một mình,buồn
ngồi cafe đêm muộn,buồn
nhìn phố xá đông vui,buồn
đọc sách trong cô đơn,buồn
thu mình dưới mưa rơi,buồn
nhận tin buồn từ bạn,buồn
đứng đợi ai không đến,buồn
lướt zalo không người,buồn
nghe nhạc buồn một mình,buồn
nhìn điện thoại im lặng,buồn
đọc thơ tình cô đơn,buồn
dọn dẹp trái tim vỡ,buồn
nhận nỗi nhớ mênh mông,buồn
đứng giữa đám đông lạ,buồn
lướt tiktok giết thời gian,buồn
ngồi quán quen một mình,buồn
nhìn ảnh cũ ngày xưa,buồn
đọc truyện buồn về đêm,buồn
thu mình trong căn phòng,buồn
nhận nỗi cô đơn về,buồn
đứng đợi xe buýt đêm,buồn
lướt instagram cô đơn,buồn
nghe radio một mình,buồn
nhìn mây trôi lững lờ,buồn
đọc thư tình không gửi,buồn
dọn dẹp ký ức buồn,buồn
nhận nỗi nhớ mỗi đêm,buồn
đứng một góc quán quen,buồn
lướt twitter cô đơn,buồn
ngồi công viên chiều tà,buồn
nhìn nắng tắt hoàng hôn,buồn
đọc tin nhắn không hồi âm,buồn
thu mình trong góc phố,buồn
nhận nỗi buồn làm bạn,buồn
đứng chờ ai trong mưa,buồn
lướt web không định hướng,buồn
nghe tiếng mưa rơi đêm,buồn
nhìn đèn đường hiu quạnh,buồn
đọc thơ tình một mình,buồn
dọn dẹp trái tim tan,buồn
nhận nỗi nhớ mênh mang,buồn
đứng giữa phố phường xa,buồn
lướt mạng không mục đích,buồn
ngồi quán vắng đêm khuya,buồn
nhìn sao trời lấp lánh,buồn
đọc truyện buồn một mình,buồn
thu mình trong cô đơn,buồn
nhận nỗi buồn làm bạn,buồn
đứng đợi ai không đến,buồn
lướt phone không người nhắn,buồn
nghe nhạc buồn về đêm,buồn
nhìn phố xá đìu hiu,buồn
đọc status một mình,buồn
dọn dẹp nỗi nhớ nhung,buồn
nhận tin buồn từ nhà,buồn
đứng bên hiên nhà vắng,buồn
lướt net không định hướng,buồn
ngồi quán quen chiều tà,buồn
nhìn nắng tắt hoàng hôn,buồn
đọc thư tình không gửi,buồn
thu mình trong góc nhỏ,buồn
nhận nỗi cô đơn về,buồn
đứng một mình giữa phố,buồn
lướt web không người chat,buồn
nghe tiếng mưa rơi đêm,buồn
nhìn trăng khuyết lưng trời,buồn
đọc truyện buồn về khuya,buồn
dọn dẹp kỷ niệm xưa,buồn
nhận nỗi nhớ mênh mông,buồn
đứng đợi ai trong đêm,buồn
đứng giữa đám đông lạ,buồn
nhìn những tấm ảnh cũ mà lòng chợt thắt lại,buồn
đứng một mình giữa phố đông mà thấy cô đơn lạ,buồn
